Parcul_Național_din_Munții_Stâncoși Stâncoși
apă pește_de_apă_dulce
antiretrovirală mărită
limbuție volubilitate
Mali Sudanul_Francez
Citrus_nobilis Citrus
pământ_cultivat teren
jamaicensis rață
în_costumul_lui_Adam în
funduară funciară
de rulare
color catodic
accident_fatal fatal
mitologie_nordică mitologie_scandinavă
ierarhie ierarhie_administrativă
coridor culoar
zigospor zigot
pituitară posterioară
chelălăit schelălăit
officinarum unghia
eucaliptul_albastru eucaliptul
ascunzătoare cotlon
Azov de
file_cu_piper piper
[se] distinge clar
face_cunoscut relata
|se| preface |se| schimba
de specie
campanie ține
180 totală
articulație_a_umărului umărului
Silicon Silicon_Valley
2_Esdras II
baie_de_aburi de
suc suc_de_lime
endotraheal tub_endotraheal
de rang_de_general
flecăreală poveste
lua_în_considerare vedere
cu_toată_forța cu
de femeie_de_stradă
lume viață_reală
scară scară_a_timpului
sofistărie sofisticărie
sport_sângeros sângeros
al ritual
renunța retracta
civic spirit
dispoziție voie
prăpădire sucombare
cursă în
colțul lovitură_de_colț
pungă pungă_de_hârtie
[se] ascunde [se] acoperi
plângere vaiet
ziua_judecății ziua
de forță_de_legătură
intimiditare timorare
dibui găsi
mumă patrie
polară ținut
Alfred_Nobel Nobel
băga_frica frica
grijă îngrijorare
regulator voltaj
abrazare atrițiune
fitil_de_lumânare feștilă
cargobot cargou
Citrus portocal
cuțitul_măcelarului măcelarului
fără poate
de procedură
chineză unitatea
dezonorabil neonorabil
pe pe_alături
proprietate trăsătură
depăși lăsa_în_urmă
pistă sonoră
misiune_sinucigașă sinucigașă
dacă_nu dacă
de șef_de_echipă
doborî întinde
minge minge_de_arbitru
serviciu_american_de_informații serviciu_de_spionaj_american
lider lider_revoluționar_american
Arabia_Saudită Regatul
laterală stradă_laterală
Marea Regatul_Unit_al_Marii_Britanii_și_al_Irlandei_de_Nord
benzoe rășină_benzoică
proces proces_mental
minor marginal
funcțional folosibil
de semn_grafic
de linte
decernare unui
forma fi
artificial limbaj_artificial
simț simț_al_direcției
cancer in
accelerator_de_particule de
dubire tăbăcire
inventa ticlui
negoț_cu_cai negoț
Națională Springs
alfabet_armean armean
film regizor_de_film
marină milă
chemare propensiune
mare pe_picior_mare
clasa clasa_Polychaeta
|se| dedica |se| dărui
un urma_un_plan
în_jos în
arunca_prosopul bătut
da da_capo_al_fine
câștigat rapid
Silvia capul
Heroica Heroica_Puebla_de_Zaragoza
atitudine comportare
popularitate renume
comportament devianță
eronat incorect
da_colțul da
camera sala_pompelor
om om_normal
membru_posterior posterior
Ioel lui
pizza pizza_pepperoni
Arabiei Lawrence_al_Arabiei
legătură în
drept_de_retenție sechestru
cu cambulă_cu_coadă_galbenă
arahnoidă membrană_arahnoidă
afara scoate
Charles Prințul
Psychotria_capensis capensis
pompieri stație_de_pompieri
de radiație_de_fond
cadavre morminte
contact dermatită
colonului sindromul_colonului_iritabil
etilic rafinat
hârjoană hârjoneală
trecere traversare
Jihad al_Jihad
lipsit_de_viață viață
semnificativ substanțial
Twyla Twyla_Tharp
păstra pune_de-o_parte
lipsă lipsă_de_grijă
fierbere temperatură_de_fierbere
afinitate asemănare
circulație mișcare
povesti relata
bibliotecă catalog_de_bibliotecă
|se| nărui |se| prăbuși
ca_firul_de_păr firul
apă în
de timp_de_execuție
Scopes procesul
apă_de_foc foc
șanț șanț_cu_apă
artă_culinară gastronomie
organul_vorbirii vorbirii
ape acoperiș
aspira da_cu_aspiratorul
Halvden Trygve
drumul revărsa
Congresul_Statelor_Unite_ale_Americii ale
chiu hăulire
spate urmă
Bernanrd Bernanrd_Arthur_Owen_Williams
vopsea_latex vopsea
ropot_de_aplauze ropot
fi_partener partener
delfin porc-de-mare
apropia atinge
executa_la_prima_vedere la
zadar în_zadar
deosebit separat
sistem_de_frânare sistem
Vina del
ieșire situație_fără_ieșire
Plectrophenax_nivalis de
istovire secătuire
Myrmecophaga genus
procesare_de_date procesare
consilier investiții
echipă echipă_de_lucru
cancer colon
hazliu mucalit
misiune în
contabilitatea inventarului
Imperiul Imperiul_Roman
cu_brațele_deschise cu
degajare emanație
nitroceluloză nitrat
Ardea_herodius Ardea
reflectare înfățișare
Kinchinjunga Kanchenjunga
cont_de_credit credit
accident cerebral
[-și] lua putina
timp_de_prelucrare timp
micromilimetru micrometru
de trebuincios
neatins nevătămat
carte_de_cântece carte
Harakat_ul-Jihad-I-Islami Harkat-ul-Jihad-e-Islami
palmier palmier_oleaginos
|se| contamina |se| infecta
cuvioșie cuvioșenie
intrare masă
zumzăit zbârnâială
afaceri centru_de_afaceri
documentație documentație_software
|se| corupe |se| deprava
clănțău guraliv
ancoraj întăritură
[se] adăuga spori
rupe rândurile
Triticum_aestivum comun
[se] apuca [se] învăța
de port
cu dragoste
cu cu_picioarele_pe_pământ
altaică limbă
balamale din
Diplomatică pentru
aroganță arogant
ulcer ulcer_peptic
curăța chimic
de lemn_de_trandafir
Sir Sir_Isaac_Newton
cu săritură
bază bază_navală
Agnes Agnes_George_de_Mille
Trifolium_pratense pratense
duce stinge
burtă vintre
supă supă_de_linte
mireasa monahă
Cicily Dame
Ulysses Ulysses_S._Grant
[se] sfădi [se] ciondăni
Goliath goliath
[se] bate de
insula_Sumatra insula
apleca înclina
gară impiegat
masă măr_de_masă
puncte tipografice
trei și
Lycopersicon pătlăgea
implicit neîndoielnic
Ku KKK
fi împotrivă
digerare mistuire
dinamism vitalitate
front linie
Războiul_Civil_Englez Războiul
rugăciune seară
lemn_de_tec tec
băuturi magazin_de_băuturi_alcoolice
Leonard Winston
pune pune_în_mijloc
baștină țară_de_baștină
instrument_geometric instrument
[se] slăbănogi [se] șubrezi
Bătălia_de_la_Kerbala la
Ig gamaglobulină
doua de_mâna_a_doua
face face_treptat
inundare înec
Bethleem steaua
marș marș_ritual
cu_capul_în_nori în
adăuga introduce
Revoluția_Rusă Revoluția_din_Octombrie
bufniță bou_de_noapte
acid_azotos acid
înlemni înțepeni
școală_postliceală școală
metal_pretios metal_nobil
paranazal sinus
lucra stagiar
nefericit supărător
accident rutier
înnora înnoura
contraface falsifica
Prunus_dulcis Prunus
vaccinație vaccinare
baie baie_de_nămol
merge_în_frunte merge
lanț magazine
determina produce
cu fi_cu_ochii_în_patru
capitalizare de
incărcatură_explozivă incărcatură
conveier rulantă
retorică întrebare
aromatică hidrocarbură
cafeniu ciocolatiu
săritură_cu_prăjina săritură
sfârșitul_lumii ziua_judecății_de_apoi
timp timp_rece
Illicium anason-stelat
mitrale valvei
Deep_South Deep
suit suiș
foarfece foarfecă
copil_adoptiv copil
acceptabil comestibil
pisică pisică_sălbatică
schimb zi
baltic stat
cal_de_călărie călărie
interval_de_confort_termic zonă
comun comună
muscă verde
neutralitate nealiniere
[se] face simula
monument_național monument
[se] pregăti [se] pregăti_sufletește
bucata vinde_la_bucată
devansa depăși
zână zână_măseluță
cap_vorbitor cap
couture haute_couture
lupanar prostituție
de punct_de_vedere
autoservire bufet_cu_autoservire
găină_cu_ouă_de_aur găină
maxim maximum
Homo_sapiens_sapiens sapiens
victorie_la_puncte victorie
de profesor_de_biologie
bani_scumpi bani
Antifascistă GRAPO
ciorap pune_de-o_parte
artă_naivă artă
trage_un_clișeu trage
grup viola_în_grup
la lăsa_la_voia_întâmplării
[-și] face [-și] face_idealuri
invitația invitație
călca_apăsat călca
neegalabil neîntrecut
schimb în_schimb
plecat țeapăn
genul_Pica genul
camuflaj mascare
de departament_de_istorie
unitate_monetară_egipteană unitate
primitiv sălbatic
restul zilei
mulțumire satisfacere
pâlpâit pâlpâială
pace_car pace
plăti_cash plăti
fino-ugrice limbi
[se] reuni [se] întruni
de luciu
infidelitate lipsă
surprinzător_de surprinzător
Albert_Francis_Charles_Augustus_Emmanuel Emmanuel
generația_baby_boom generația
zbârnâit zumzăitură
extrage prin
carte carte_funduară
tai_chi t'ai
enigmatic tainic
dezbrăcat neîmbrăcat
lăsa_pe_mâna lăsa
rafală vânt
nepoliticos necivilizat
analiză_calitativă calitativă
luminată magistru
amprentă_vocală amprentă
Consiliul_de_Securitate Securitate
stăpâni ține
Al_Tawhid Al
prima_dată întâia
manipula mânui
activitate activitate_educațională
contact lua_contact
cheag_de_sânge coagul
Sfântul_Scaun Vatican
facilita înlesni
Gottfried_Wilhelm_Leibnitz Leibniz
Datura_stramonium laur
nejugănit necastrat
Marea Sud
pornire_irațională pornire
fotbal sezon_de_fotbal_american
|se| toci |se| roade
face face_față
la suprafață
publicul relații_cu_publicul
balanță_acid-bază balanță
datare datarea_cu_C_14
ocăcăit orăcăială
Apoi ziua_judecății
limbă limbă_semitică
aspirație ventilator_de_aspirație
ritmică secție_ritmică
Alpha Castor
fără_doar_și_poate și
brută ciocolată
drum voiaj
peisaj peisaj_marin
de haină_de_astrahan
cnocaut knockout
la presiune
integru necoruptibil
[se] divide fi_divizibil
contracție_ventriculară_prematură contracție
linie_directă roșu
car_funerar funebru
cel_mai_mic cel_mai_puțin
decorativ model
famila famila_Ochnacee
ca_pe_roate roate
evacuare eșapament
cu_ridicata en_gross
teamă temere
joc_de_noroc noroc
pune pune_în_ghips
optimism vedea_în_roz
ruinat terminat
teologie teologie_creștină
de setul_de_caractere_ASCII
lenjerie pânză_de_lenjerie
Silurus Silurus_glanis
spirat spiroidal
liber post
agregare schimbarea_stării_de_agregare
punct_de_meci punct
discrazie sangvină
Air Weapons
inginer software
ciopârți ciopli
Vaclav_Havel Vaclav
Trecătoarea Trecătoarea_Donner
imobil nemișcat
farmec vrajă
de gâscă
Sioux_Falls Sioux
benzină pompă
August Nielson
corn_francez corn
ebuliție izbucnire
instituție_financiară instituție
fi_arșiță fi
cu normă
Island de
josnic murdar
cu cioltar
Hare_Krishna Krishna
acid_folic acid
Serviciul_Secret_al_SUA USSS
prostănac tont
bătaie derâdere
presiune unitate
capul lovitură_de_cap
oranj oranj_roșiatic
defăimat discreditat
de uniformă_de_lucru
sta tușă
Catedrala Catedrala_Westminster_Abbey
carnet carnet_de_cecuri
atac accident
plecat răposat
echilibru în
Phil_Anderson Philip_Warren_Anderson
solidă stare_solidă
analiză analiză_multidimensională
nepotrivit neindicat
moral stare_morală
cicatrice umple
Sir Sir_Ronald_Ross
aeroglisor hovercraft
neagră pâine_neagră
lupta sabia
electronic fascicol_de_electroni
curent cont
dori jindui
cânta_la_unison cânta
comunitate tagmă
compunere compoziție_literară
grabă repezeală
[se] grozăvi [se] făli
Rhamnus purshianus
Cecil_J._Rhodes Cecil_Rhodes
doua viteza
nenorocire potop
B B2
demon diavol
cenușiu gri_argintiu
ajutor mână_de_ajutor
vrăjitoare vânătoare_de_vrăjitoare
mialgie_epidemică mialgie
de facultate_de_drept
lovi pumnul
teoria teoria_câmpului
a radiației
adânc afund
cugeta rumega
lua lua_pe_umeri
întâiul_născut întâiul
munte sălbatic
altoit altoire
nedescifrabil nelizibil
punct_culminant punct
sunaică sovârf-galben
infatuare semeție
de neiertat
odinioară vechime
ancoră_de_furtună de
mașină poliție
în în_înalt
Marne la
file file_cu_piper
robie sclavaj
anhidridă de
avea mână
moș moșneag
Andrei crucea_Sfântului_Andrei
poluare_termală poluare
Marii și
voie voie_bună
Johan Strindberg
linguriță_strecurătoare linguriță
regalității însemn_al_regalității
nări pe
sos_de_paste spaghete
lua_pe_umăr pe
lumea_a_treia treia
de santinelă
grup vârstă
lozul mare
de placă_de_circuit
cruce cruce_cardanică
Ziua_Dominionului Ziua
butonieră cheotoare
osteogeneză osteogeneză_imperfectă
abrupt face
glugă sutană_cu_glugă
polimetil polimetil_metacrilat
continuu timp_verbal_continuu
biolog biolog_molecular
fi_plătit fi
dinți odontalgie
efemer vremelnic
relativă umiditate
celulă neoplazică
soluționa tranșa
Atomică Energie
Republica Republica_Islamică_Mauritania
arteră_cefalică arteră
industria iluminatului
[-și] lua [-și] lua_tălpășița
departament departament_de_vânzări
banderolă brasardă
dârzenie îndrăzneală
carte_audio carte
atesta certifica
cimpoi sunet_de_cimpoi
predominanță prevalare
arteră_carotidă_internă internă
creare făurire
putregăit putrezit
Biroul și
persoana_întâi persoana
cartelă_telefonică telefon
personaj personaj_negativ
amprentă a
pune risca
van zadar
[se] uita_cruciș avea
unitate_de_capacitate unitate
bpi bit
de tablă_de_materii
maimuță_mare mare
Statelor Supremă
galben galben_canar
mireasa_Domnului mireasa
protruzie protuberanță
Mimosa_sensitiva Mimosa
credit împrumut_bancar
mic_comerciant vânzător
dreapta lua
cu_siguranță siguranță
colosal enorm
plan plan_vertical
stropit împroșcare
de vacanță_de_primăvară
arca arca_lui_Noe
generator_electric generator
anal sex
pojarnică șerlai
Diego Rivera
trandafir trandafir_de_ceai
cum făcut
văicăros văicăreț
E. Robert_E._Lee
anemonă_de_mare dedițel
la_modă pus_la_punct
Carul_Mic Carul
organ_contractil organ
model tipar
plutitor umblător
aparat_de_fotografiat_digital fotografiat
mintal sărac_cu_duhul
elevi pentru
Național Roosevelt
bine_făcut lucrat
[se] trage_de_șireturi pe
de_trebuință trebuitor
vertebră_lombară vertebră
de medic_de_copii
XXVII și
Națiunilor de
privi_retrospectiv trece
Patria Patria_Bască_și_Libertatea
delecta distra
carte carte_de_științe
rodnic roditor
joc_de_baschet joc
admitere examen_de_admitere
cantată oratoriu
pânză pânză_de_apă_subterană
[se] concentra [se] acumula
IQ coeficient_de_inteligență
sare sodiu
ciocolată de
albă magie_albă
Dao Lee
desfășura purta_campanie
de tovarăș_de_drum
creației știința
|se| rectifica |se| corija
glandă suprarenală
zeitate_nordică zeitate
inspecta studia
Secretary and
careta merge_cu_careta
apos slab
Fernand_Leger Leger
mohorâre posomorâre
Dean_Swift Jonathan
lagărul lagărul_de_la_Dachau
drăgaice mândre
favorizare facilitare
face_gropițe_în_obraji în
budincă_cu_stafide budincă
cavernei omul_cavernei
gol linie
bărbia piept
lua_în_considerare socoti
greutate greutate_moleculară
pune_accent puncta
superficialitate ușurință
zguduit zguduială
cele_mai cel_mai
Corrow Duncan_Grant
anorganică chimie_anorganică
duce_de_nas sfoară
cerere_neexplicită dorință
electrică unitate_de_măsură_pentru_sarcina_electrică
osândă pedeapsă
Tony Tony_Blair
merge_în_vacanță merge
Arshawsky Arthur
câine_de_jucărie câine_mic
Oracolul Oracolul_din_Delphi
citomembrană celulară
Sfântul_Valentin Sfântul
curea curea_de_ceas
murmur șopot
cuvânt_în_replică cuvânt
Războiul_Crimeei Războiul
control_de_la_sol sol
control_prin_sondaj prin
milogeală milogit
spicher_de_televiziune spicher
Felis_domesticus domestică
pe profit
Bătălia_de_la_Kerbala Bătălia
ascalonicum ceapă-franțuzească
boală regresivă
consfătuire sfat
|se| trezi |se| deștepta
ancie cu
ecuație_de_gradul_4 ecuație
Pee Râul_Pee_Dee
subdiviziune subîmpărțire
pod pod_de_oțel_în_formă_de_arc
buletin_de_identitate buletin
arunca_la_gunoi da_la_gunoi
calomnie discreditare
alege lua
toți_odată toți
plătitor rate
înveliș înveliș_protector
Carthamus Carthamus_tinctorius
consultant consultant_în_management
curent curent_continuu
Veche porc_spinos_din_Lumea_Veche
radială radial
agrava înrăutăți
maso masochism
drepturi pentru
cortex cortex_frontal
stare_mentală stare
unitate unitate_de_cubaj
aeroport de
cu_atenție cu
celulară membrană_celulară
eșantion eșantion_reprezentativ
neostenit neistovit
caracter_repulsiv scârboșenie
fabulă parabolă
descreștere_economică regres
Republica Republica_Sierra_Leone
cancer_mamar cancer
civilă inginerie_civilă
mască_de_schi mască
dinte_anterior din
armie oștire
cârmuire conducere
mesager porumbel
preamărire preaslăvire
[se] eclipsa [se] retrage
strat strat_de_flori
dare_de_seamă raport
oală_de_supă supă
Armata Republicană
Michael Martinez
Pământul_Basc_și_Libertatea țara_Bascilor_și_Libertatea
clește_de_nuci spart
[se] uita_în_ochi în
vânt vânt_de_răsărit
[o] mierli [se]_sfârși
combinezon cămașă
cultivată persoană_cu_carte
executa reda
medic_militar medic
vinifera viță-de-vie
conținut conținut_latent
trece_prin_aburi trece
enigmatic neînțeles
concitadin concetățean
pachet_majoritar_de_acțiuni pachet
acord conveni
Charles_Lamb Charles
Ziua_Președinților Ziua
pe tipar
monetară unitate_monetară_daneză
benignă tumoră
face_praf_și_pulbere nimici
George_Walker_Bush George_W._Bush
gură_de_magazie gură
Oracolul din
individual separat
transfer transpunere
îmbrăcare îmbrăcat
macerație macerare
progresie progresie_aritmetică
cantitate_neclară nedeterminată
articole toaletă
Cezar Caius
Island Wake_Island
Geneva la
Biscayne Național
Petromyzontidae familia
disociativă tulburare
Cape_Sable Sable
de melc_de_mare
Pernis_apivorus apivorus
lipsit lipsit_de_prejudecăți
meseriaș meșteșugar
Encyclia_venosa Epidendrum
KY Kentucky
neșlefuit necizelat
nerv_motor nerv_eferent
material material_radioactiv
căință mustrare_de_conștiință
cap împușcătură
examina îndeaproape
extract migdale
cu_anticipație dinainte
luetă uvulă
Comisia Comisia_de_Statistică_a_SUA
celule de
[se] încălzi [se] încinge
clipi scăpăra
t'ai_chi_chuan tai
|se| extinde |se| întinde
15 sfert_de_oră
anunța proclama
centură șosea_de_centură
binefacere bucurie
stabilizator_vertical vertical
benzină indicator
indemnizație incapacitate
Alca torda
deplânge jeli
canal_navigabil navigabil
reticulară structură_reticulară
[se] declanșa [se] porni
vopsire_cu_pulverizator vopsire
MHz pe
fiziologică proprietate_fiziologică
test test_de_tuberculină
de_susținut de
Saxonia Saxa
face face_tumbe
trimestru trimestru_secund
gros indicele_prețurilor_en_gros
naștere_a_unui_organism_viu viu
agenție consiliu
îngrijitor îngrijitor_de_teren
New_South_Wales South
caprimulg_țipător țipător
țintă țintă_ușoară
Arachis alună_de_pământ
clamă de
Isidor Stone
apel_telefonic telefon
curbură_spinală spinală
așteptare apel
Iditarod_Trail Iditarod
pistă_sonoră pistă
Obiect_Zburător_Neidentificat farfurie
de motonavă
clorură clorură_de_calciu
Jennings William
cantitate_nedefinită cantitate_nedeterminată
emanație scurgere
lupta lupta_de_la_Rocroi
developator revelator
arterială boală
pe tumoră_a_creierului
face_la_tigaie la
chintă chintă_roială
cinstit onest
larg mare
chilli_praf praf
pripeală zor
rufărie rufă
virtute_naturală virtute
zvâcnire zvâcnitură
creșterea_cailor creșterea
[se] sfădi [se] certa
copios mare
isteț iscusit
precumpănire predominare
vas vas_comercial
capelă paraclis
E. Robert
pentru senat
transsubstanțiațiune transsubstanțiere
gherghin oxycantha
Americii Congresul_Statelor_Unite
[se] apăra [se] feri
izbucni în
desenator desenator_tehnic
de presă_de_usturoi
atât atât_de_mult
stare_bună stare
da merge
persoană persoană_necalifcată
ceremonial ceremonial_al_ceaiului
bară_de_fracție bară
Peninsula_Balcanică Peninsula
Greenwich zero
G._Stanley_Hall Stanley
canal_urinar canal
greșită scriere
concentra duce
substanță substanță_solidă_din_corp
insista persista
jamaicensis șorecar
sânge test_de_sânge
fabricat mașină
făptuitor făptaș
particularitate însușire
pat ploșniță_de_pat
La_Spezia La
George George_Washington
Henry_M._Stanley Sir_Henry_Morton_Stanley
Al Mondial
miracol minune
decripta decodifica
navă_amiral navă_comandant
așa-zis fictiv
acid acetic
caracter nemijlocit
detector detector_de_fum
Mount_Tacoma Mount_Ranier
face_gălăgie face_zarvă
bușilea mers_târâș
lua_drept lua
pentru raft
cavitate_bucală cavitate
clubbing sticlă
robot telefonic
pune strânge
sistem_de_management_al_bazelor_de_date sistem
Union and
persoană vânată
infect puturos
neispititor neatrăgător
Edgar_Albert_Guest Edgar
defoliere defoliație
patrulă_de_coastă patrulă
scurta tăia
agreabil frumos
cerneală de
canotaj club_de_canotaj
Militară Unite
hipermetropie hipermetropism
capotă_de_caleașcă capotă
for the
doamnei papucul_doamnei
extorcare jecmăneală
sare_de_lămâie săricică
linie_de_bătaie linie
larg larg_la_pungă
efemeritate vremelnicie
peso peso_uruguaian
compromis cale_de_mijloc
în_esență în_fond
privire rapidă
grup mulțime
arc de
box mănușă
civil constructor
ofițer secund
gazetă_de_scandal gazetă
Narcissus_papyraceus Narcissus
bombastic grandios
fără_milă nemilos
acid_glutamic acid
aspic gelatină
auricul atriu
linie vas_de_linie
ștampilă ștampilă_poștală
|se| duce |se| lăți
Calea_Lactee Laptelui
patrie_mamă patrie_mumă
boală_coronariană boală
tărăgăna_vorba tărăgăna
cadența ritma
[se] asocia [se] grupa
șaptezeci și
auditor_intern intern
cadavre jefuitor_de_cadavre
cititor cititor_de_gânduri
taxă vamală
etanol spirt
extras fragment
[se] sfădi avea
Iulius Iulius_Ceyar
incontinență urinară
Statul Statul_Independent_Samoa
orgă orgă_Hammond
Munții_Carpați Munții
confecții industria
Galiformelor ordinul
etnocid purificare
catedră economie
[se] modifica [se] schimba
calmant liniștitor
cameră legislativă
drept globului
neașteptat_de uimitor
literă literă_mică
incapabil neapt
clasică hemofilie_de_tip_A
apoplexie ictus_apoplectic
fibră_textilă fir
Poșta_Statelor_Unite Poșta_S.U.A.
genul genul_Myopus
William William_Butler_Yeats
întreprindere întreprindere_comercială
|se| ghiftui îmbuiba
Sfinții și
dinainte în
Franceze Vest
necăjit sărman
mucenic martir
mecanism înregistrare
glandă glandă_hipofiză
de plan_individual_de_pensii
Carlos Hevodidbon
ASCII fișier
articulație_scapulohumerală articulație
auto întreținere_auto
nu[-i] nu[-i]_prii
merit valoare
computer portabil
Newport Newport_News
arie_geografică geografică
cremă_de_brânză cremă
[se] sugruma [se] gâtui
face_boacănă face
eparhie episcopie
izbucnire ieșire
conductă_de_petrol conductă
balon fulgarin
cândva odată
afară da_pe_afară
cale_de_mijloc mijloc
preponderență prevalare
atriu auricul
chiu hăulit
Sfântul_Iuda Sfântul
adversitate vicisitudine
amfibian genul
prezidenție președinție
imagine remanentă
Uniunea Uniunea_Republicilor_Sovietice_Socialiste
Departamentul_de_Justiție de
ortodox ortodox_grec
desface slăbi
Germania unitate
oscila pendula
la la_stânga
Frankfurt_pe_Main Frankfurt
bandă bandă_rulantă
sistem_organic sistem
dafin_american sasafras
atenție cu_grijă
instrument instrument_cu_ancie
boală_de_piele piele
spectroscopia_masei spectroscopia
al unui
Departamentul_de_Comerț de
Teologie în
nădejde speranță
face_vânt face
Orman Van
câine câine_ciobănesc
clopotul_lui_Gauss normală
faza luteală
[se] compara [se] asemăna
Războiul_Civil_Spaniol Spaniol
cazat fi_cazat
apela face_recurs
măsuță_de_ceai masă_de_ceai
Moș Sfântul_Nicolae
pasăre_acvatică pasăre
roșie spaima
acoperirea short
Jacob Shaw
rolurile schimba_situația
cip de
defini delimita
insera introduce
cu cu_acuratețe
jos încoace
critică_de_teatru teatru
cunoscător pregătit
echilibru echilibru_chimic
melc_de_mare melc
Rege_al_Angliei Rege
accent_ascuțit accent
de margine
pachet_de_călătorie pachet_turistic
Gustavus Gustavus_Franklin_Swift
respingere repulsie
Brooks Elwyn_Brooks_White
logaritmică scală_logaritmică
diclormetan metilen
Andreaeales ordinul
Robert Robert_Southey
pune_ban_pe_ban pune
produs_final produs
[se] îngrămădi unul
arar rareori
amanet munte
reacție reacție_chimică
escrocherie pungășeală
fond_pe_un_indice indice
cărți cărți_hole
Glen_Gebhard Taurus
sulfat sulfat_de_magneziu
probă test
globularitate sfericitate
interpret translator
cartuș_de_cerneală cerneală
iniția lua_inițiativa
bla chestie
activitate_subversivă subversivă
păr pilozitate
obligațiune obligațiune_de_corporație
dârzenie semeție
prin terapie_prin_joc
faza_luteală luteală
James_Thurber James
manual onanie
fân furcă_pentru_fân
Robert_Koch Robert
credință jurământ_de_credință
pofti voi
gol moarte
fracționa scinda
bâzâire zâzâit
Washington Washington_D.C.
acoperi_cheltuielile acoperi
Marea_Liguriană Marea
George H.W.
instalație_pe_gaz pe
traumatism vătămare
canalie pramatie
augur auspiciu
ocolitor ocolit
negru negru_de_fum
sete ști
Carlos_șacalul Gebhard
de viermi
concurs concurs_atletic
|se| perverti |se| strica
reține împiedica
cantitate_nedelimitată cantitate_vagă
scoarță_cerebrală scoarță
amânare_a_sentinței a
acid butanoic
[se] dovedi_apt apt
persoane între
cheie esențial
unitate_de_capacitate unitate_de_cubaj
digitală digital
lua_la_pumni lua
distructiv nimicitor
cantitate_vagă cantitate_nedeterminată
cheie cheie_de_boltă
H vitamina_H
meniu_secundar secundar
Kennesaw Muntele
Războiul_Arabo-Israelian Războiul
acid_acrilic acrilic
la lua_la_ocazie
om om_care_aduce_ploaia
Bridge Delaware
greșită idee_eronată
bath bas_mitzvah
rial rial_omani
lăsa lăsa_la_vatră
cuvânt polisemantic
Baptiste Baron_Jean_Baptiste_Joseph_Fourier
contact junctură
[se] dezvolta evolua
alergătură alergare
modest redus
porumbel porumbar
analgezic calmant
drum ultimul
francez popor
cârmi vira_la_stânga
taxă_anti-dumping taxă
căruță_de_cai cai
lentilă lentilă_Fresnel
de opțiune
sapindus_saponaria sapindus
promisiune vorbă
instanță_judecătorească tribunal
jos sta_jos
excesiv în
o promova
mai pătrate
troleibuz troleu
metabolică rată
Hypericum iarba-lui-sf.-Ioan
Cascades Parcul
Brassica_oleracea varză
Rutilus Rutilus_rutilus
inaugurare începere
personalitate_orală personalitate
fundamental principiu_de_bază
Shetland ciobănesc_de_Shetland
clinic trial
bocce minge
defect defect_cardiac_congenital
predominație precumpănire
supă supă_de_legume
militar spital
maladie sepsis
acțiune acțiune_socială
pune_la_îndoială pune_sub_semnul_întrebării
ton_armonic ton
presiune sunetului
înțepeni împietri
pierderea spontan
criteriu design
Jackson Jesse_Jackson
răscolire scotocire
Chamaemelum_nobilis romaniță
procuror procuror_general
Achras_zapota Achras
cariofiliacee familia_cariofiliacee
Jack London
tăișul_toporului toporului
melc melc_membranos
vânătoare vânat
11 unsprezece
cu salată
culegere_de_cântece carte_de_cântece
atac ischemic
Stephen Steve_Reich
decedare dispariție
bojocar borfaș
câștigat câștigați
film film_vorbitor
modă retro
compusă probabilitate
despot tiran
comunitatea lumea_musulmană
de timp_de_reacție
gârbaci sfântul
de orchestră
Național Parcul_Național_Platt
aplica atelă
orna pavoaza
direcțional directiv
Golgi aparat
sală_de_sport sport
deconspirare dezvăluire
unitatea_monetară_din_Lesotho unitatea
in vacuo
de infecție
dezordine în
lemn lemn_de_tec
de infirmerie
braț braț_de_pickup
disc_amovibil detașabil
învăța_pe_deasupra învăța
argint_veritabil argint
Benjamin Benny_Goodman
cubulețe face_cubulețe
darac da_la_darac
Sebastian Sebastian_Cabot
|se| separa |se| răspândi
broască-țestoasă moale
importunitate pisălogeală
nuntă petrece
fi_ger fi
Anthemis_nobilis romaniță
de păienjeniș
[se] pune [se] apuca
plănui proiecta
post_tv televiziune
amplasament_pentru_arme amplasament
fixa lega
a colectare
familia_Didelphidae familia
Al-Din Iz
ca cum
arunca duce
ascensiune ridicare
cercetător_principal principal
nesiguranță nehotărâre
calorifer radiator
Ajunul Anului
câini frunză
da năvăli
american galon_american
Rusă Rusia
în închide_în_țarc
drept echitabil
de flebotomie
Bancroft Kenneth_Bancroft_Clark
face_voluntariat face_muncă_voluntară
[se] învălmăși [se] face_talmeș-balmeș
agheasmă sfințită
de program_de_supraveghere
corectare remediere
psihologică stare_mentală
azotat nitrat_de_celuloză
ad ad_literam
comunicativ extrovertit
centru centru_de_control
judecată proces
foxtrot fox
grandorii manie
nefroză nefrotic
incomodare jenare
scrâșnire scrâșnit
Gansu provincia_Gansu
encefalită_ecvină encefalită
scoate_ochii vedere
comunicare_vizuală comunicare
[se] asocia [se] întovărăși
amețeală vertij
bunurilor de
Munții_Catskills Munții
coș_de_gunoi coș_de_hârtii
Socialiste Sovietice
informație_falsă informație
merge_cu_motocicleta merge
în în_linie
cusur meteahnă
primum primum_mobile
apel_în_marjă apel
epoca_de_argint epoca
Cactaceae familia_Cactaceae
calmare ușurare
îmbina îmbuca
aburi trece
fimat luat
David Smith
gol neacoperit
